authorMeta.avatar,authorMeta.name,text,diggCount,shareCount,playCount,commentCount,videoMeta.duration,musicMeta.musicName,musicMeta.musicAuthor,musicMeta.musicOriginal,createTimeISO,webVideoUrl
https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/0a615008c7bde67007e22c5efc6bae4b~tplv-tiktokx-cropcenter:720:720.jpeg?dr=10399&refresh_token=c153cb92&x-expires=1759665600&x-signature=%2FPpV8ikhY9O0%2FL6wX%2FykgdolMJI%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a,bandungraya.news,"Viral sebuah video berdurasi 31 detik, terlihat tiga pegawai pria sedang mencuci food tray alias omprengan Makan Bergizi Gratis (MBG) dengan menggunakan spon.

Ada satu wadah berukuran besar berisi air sabun untuk mencuci dan satu wadah untuk menyimpan. Terlihat omprengan yang dicuci di lempar begitu saja ke genangan air mengalir yang tampak tidak steril.

Video tersebut diduga diambil ketika Badan Gizi Nasional (BGN) melakukan sidak ke Satuan Pelayanan Pemenuhan Gizi (SPPG) MBG di Jalan Raya Tagog Munding, Desa Citatah, Kecamatan Cipatat, Kabupaten Bandung Barat (KBB). Alhasil, BGN menutup sementara SPPG tersebut karena dianggap tidak menjalankan SOP dalam pencucian food tray alias omprengan MBG.

Sebelumnya BGN telah menutup tiga SPPG di KBB yakni dua di Kecamatan Cipongkor dan satu di Kecamatan Cihampelas. Ketiga SPPG itu dinilai tidak menjalankan SOP hingga menyebabkan 1.315 siswa keracunan pada Senin (22/9/2025) dan Rabu (24/9/2025).

Perwakilan SPPG Citatah, Taufik membenarkan dapur SPPG di Jalan Raya Tagog Munding, Desa Citatah, ditutup sementara. Pihaknya langsung melakukan perbaikan sarana pencucian omprengan sesuai standar BGN.

Disinggung terkait Sertifikat Laik Higiene Sanitasi (SLHS), Taufik menyebutkan jika hal itu menjadi kewenangan pemilik yayasan. Dirinya hanya fokus pada operasional dapur saat memasak, mengemas, hingga pendistribusian MBG.

“Kami hanya fokus ke kegiatan di dapur, memastikan makanan siap saji sesuai SOP,” ucapnya.

(MIM)

Tag/DM kami @bandungraya.news untuk menginformasikan peristiwa seputar Bandung Raya. 🙌🏻

#bandung #bandunghits #bandungbarat #makanbergizigratis #jawabarat                           ",5333,1100,709600,434,36,suara asli - bandungraya.news,bandungraya.news,True,2025-10-02T03:54:08.000Z,https://www.tiktok.com/@bandungraya.news/video/7556467692023188792
https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/d04a7dcf81d99a855c5e77c6cf10a4dd~tplv-tiktokx-cropcenter:720:720.jpeg?dr=10399&refresh_token=308f69cd&x-expires=1759665600&x-signature=o4fMs5CY%2BKU31WC89tAZGuolWXc%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a,getconnectx,"Program Makan Bergizi (MBG) sempat jadi sorotan karena kasus keracunan massal.
Prabowo akhirnya angkat bicara: mengakui ada kekurangan, tapi menegaskan manfaat program jauh lebih besar dengan klaim hanya 0,00017% kasus keracunan dari total penerima.

Di sisi lain, kritik tetap muncul: benarkah evaluasi sudah cukup? Bagaimana memastikan program sebesar ini tetap aman dan transparan? 🤔

Kalau menurut kamu, wajar nggak kalau sebuah program nasional punya “kekurangan kecil” asal manfaatnya besar?

👉 Follow @getconnectx | Artikel lengkap di getconnectx.com | Forum gratis di getconnectx.com/forum

#MBG #Prabowo #ProgramMakanBergizi #fyp #keracunanmassal ",24,1,775,16,40,Epic News,DM Production,False,2025-10-02T13:45:53.000Z,https://www.tiktok.com/@getconnectx/video/7556620210220830008
https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/49a955a428447cb389f9f0fb3475c498~tplv-tiktokx-cropcenter:720:720.jpeg?dr=10399&refresh_token=969c1270&x-expires=1759665600&x-signature=pX7Ka27O4UbvgWbrBUi7be2HCIA%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a,sppg_cotkarieng,"menu hari ini > Kamis, 02 Oktober 2025 #sppgblangbintang #makanbergizigratis #mbg ",156,5,18500,24,28,suara asli - 𝙑𝙄𝙎𝘾𝙊𝙐𝙉𝙏🎧,𝙑𝙄𝙎𝘾𝙊𝙐𝙉𝙏🎧,True,2025-10-02T04:14:25.000Z,https://www.tiktok.com/@sppg_cotkarieng/video/7556472935725141260
https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/40b3ab18765ca7a1d6765a1a21e7afc8~tplv-tiktokx-cropcenter:720:720.jpeg?dr=10399&refresh_token=7fd0b33c&x-expires=1759665600&x-signature=%2BJjgyyMhMqq5EnakdnQz4N9sWI8%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a,seventhory,daripada mubazir #seventhory #sma #trend #mbg ,624800,80100,10900000,6823,13,suara asli - nettdiv,nettdiv,True,2025-09-23T03:23:29.000Z,https://www.tiktok.com/@seventhory/video/7553120034067893515
https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/b5bf4fc4397d2b319ccc7400f2225134~tplv-tiktokx-cropcenter:720:720.jpeg?dr=10399&refresh_token=db2500f5&x-expires=1759665600&x-signature=OcDXPqu8eniwy05XdLcQKwgIL2M%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a,sppg_lorog_tawangsari,Tasyakuran operasional SPPG LOROG ✨ #makanbergizigratis #mbg #prabowo #makananviral #tawangsari ,85,14,3798,2,34,suara asli - SPPG LOROG TAWANGSARI,SPPG LOROG TAWANGSARI,True,2025-10-03T07:35:41.000Z,https://www.tiktok.com/@sppg_lorog_tawangsari/video/7556895895950822663
https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/5df421bd51da3f5283e94ad5512ad5c7~tplv-tiktokx-cropcenter:720:720.jpeg?dr=10399&refresh_token=458d67c6&x-expires=1759665600&x-signature=RWrRIIR5O8whGmKaPi6ZIJtAj%2Bs%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a,cep_ogi,"Lagi, keracunan makanan setelah menyantap menu dari MBG, kali ini SMP 3 Kota banjar

#mbg #keracunanmbg ",59000,2200,1700000,1109,43,Doa Untuk Kamu,Aviwkila,False,2025-10-01T12:14:14.000Z,https://www.tiktok.com/@cep_ogi/video/7556225497085136139
https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/e5de10f1734b26f0d8cd82c990301d88~tplv-tiktokx-cropcenter:720:720.jpeg?dr=10399&refresh_token=86d627fd&x-expires=1759665600&x-signature=%2FBHv5V26tP4UHxhYb6cyqaew7JU%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a,sctv_,"Ratusan porsi paket MBG di Rembang dikembalikan gegara nasinya berair dan hampir basi 😮

#Liputan6 #Liputan6SCTV #MBG #Basi #Rembang ",12300,2059,602300,269,154,original sound - SCTV,SCTV,True,2025-10-03T04:40:00.000Z,https://www.tiktok.com/@sctv_/video/7556827863878569228
https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7336379048244805650~tplv-tiktokx-cropcenter:720:720.jpeg?dr=10399&refresh_token=8a070f37&x-expires=1759665600&x-signature=5EYs9g9h%2Beawi7RrVDElz9AVrsI%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a,kuninganmass,Puluhan siswa di Kecamatan Luragung diduga keracunan MBG #tiktoklive #livehighlights,5772,3535,244300,363,60,suara asli - kuninganmass,kuninganmass,True,2025-10-03T06:41:33.000Z,https://www.tiktok.com/@kuninganmass/video/7556881942336130312
https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/74a5e4a85b1a6629195d6db56e3218ee~tplv-tiktokx-cropcenter:720:720.jpeg?dr=10399&refresh_token=2b391953&x-expires=1759665600&x-signature=ORPaF%2BQGvzyunbcrbxufGIKScQM%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a,cctv.dapur.mbg,#fyppppppppppppppppppppppp #keracunanMBG #mbg ,55700,6056,5900000,10100,27,Epic News,DM Production,False,2025-09-18T14:26:30.000Z,https://www.tiktok.com/@cctv.dapur.mbg/video/7551435487542529287
https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/7d5cd4f5920fce4a2417fda82ae3150a~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=0dc5f5e8&x-expires=1759665600&x-signature=dEHYeZgO5pAxgzS9FtImFQRNleo%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,zaaky03_,kok gaa pada mau mbg padahal enak #mbg #makan ,958,45,62000,48,11,suara asli - zzzaaaky,zzzaaaky,True,2025-09-18T05:38:24.000Z,https://www.tiktok.com/@zaaky03_/video/7551299382436547848
https://p19-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/c999e80d8e570a96690f41c551bc3ae3~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=62eb07d9&x-expires=1759665600&x-signature=12zZyrz1MNr9D4fTmyhbb8uAiss%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,rilisbogor,"berita terbaru Ratusan siswa keracunan MBG
#beritaviral #beritaterkini #mbg #rilisbogor #guru ",62,14,2285,5,20,Epic News,DM Production,False,2025-09-18T09:23:07.000Z,https://www.tiktok.com/@rilisbogor/video/7551357312779193607
https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/fbae0fdbc13a0699fa05b39f7669f402~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=b754c2b1&x-expires=1759665600&x-signature=pFO4tSHLf14kiq3hncrdsUPcyWk%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,sppgpargar,Mbg versi chef juna🤭 #spggarokgek #mbg #mbggratis ,790,71,195000,21,10,suara asli - Abisusanto,Abisusanto,True,2025-09-28T14:25:18.000Z,https://www.tiktok.com/@sppgpargar/video/7555146036285558024
https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/2ad6fad99fdc554e5dabf3fce9ffe34f~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=ee481e6f&x-expires=1759665600&x-signature=NM4H7tXqc5IDgpB5KbL8WCtihr8%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,dari.presiden,"kalian ikut bahagia gak liat para penerima manfaat MBG? 😇
#mbg #makanbergizigratis #prabowosubianto ",35900,1054,272200,3560,32,Forever Young,Alphaville,False,2025-09-26T00:50:19.000Z,https://www.tiktok.com/@dari.presiden/video/7554193837724323090
https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/92911dde4afde6251c3faab8e42c34d4~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=507d76e4&x-expires=1759665600&x-signature=%2Bzgv1k8c7mhIURpm2Px1N1NdOeM%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,sppgsalatiga,Terimakasih Banyak #mbg #makanbergizigratis ,432300,34500,4500000,4622,41,suara asli - SPPG SALATIGA,SPPG SALATIGA,True,2025-09-30T07:10:58.000Z,https://www.tiktok.com/@sppgsalatiga/video/7555776244776750348
https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/49059d376f2f4a7ba679cfc4dcdfc7ba~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=cb266c8a&x-expires=1759665600&x-signature=mMuHagkmCLViQ2%2FTme3F4egdHLU%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,eigh302,day one mbg#foryoupage #fypシ゚ #moots? #dayone #mbg ,43,1,4818,5,5,suara asli - eighth grade B💥,eighth grade B💥,True,2025-10-01T05:51:22.000Z,https://www.tiktok.com/@eigh302/video/7556126812774894860
https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/96d3dec9035ced131ed719a60c726967~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=2880684f&x-expires=1759665600&x-signature=mJ4jCn57Lwv1idAe22e%2FkCtI604%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,chapter.ell,"Jadi ini hasil dari anggaran Rp71 triliun, kira2 dimana letak BERGIZINYA ya?🤔

#mbg #makanbergizigratis ",2529,38,48800,917,39,Jet2 Advert,✈️A7-BBH | MAN 🇬🇧,True,2025-08-28T14:24:16.000Z,https://www.tiktok.com/@chapter.ell/video/7543642124718247173
https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/3ed80527e1271ab61b4e24f28d3b963f~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=25a49520&x-expires=1759665600&x-signature=dJPFG5QAVBHKcEbukyMi1%2BZbJhg%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,h_bejovpn,"WASPADA SABOTASE
#mbg #keracunanmbg #sabotase #viral #koruptor ",19300,4152,239000,2673,45,suara asli - Gabut Yt!,SA CERBUNG,True,2025-09-27T03:07:55.000Z,https://www.tiktok.com/@h_bejovpn/video/7554600378679971128
https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/5c4613f19a52e92a113f7eb4ed4a4a72~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=355f13c3&x-expires=1759665600&x-signature=fMYKoGxtKQazNU2Hcry2dZscKIY%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,epulapaku,turut prihatin #mbg #keracunanmbg #viral #foryoupage #fyp ,199,26,26500,16,67,Very Sad,Enchan,False,2025-09-25T13:55:16.000Z,https://www.tiktok.com/@epulapaku/video/7554025041000746247
https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/34ec0ec9b2a6c7013cbdf151524a0f0e~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=ed02dfc2&x-expires=1759665600&x-signature=uhaBagp7jptoLWWAPBtheDvjyyw%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,its_mbg,#mbg #fyp @getlit1 @Adbaby📌 ,1258,53,10900,29,7,SHAKAAA,TaYkEy,True,2025-09-30T14:47:53.000Z,https://www.tiktok.com/@its_mbg/video/7555893938691771649
https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/eb0f52d5cec50c18c9db80d58945342a~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=6b21d15d&x-expires=1759665600&x-signature=TBN8k2CQJtsi6rKKHVTNRAd1Rts%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,eilebhrave,😋🤙🏻 #mbg #fyppppppppppppppppppppppp #lwatberanda #makangratis ,143,15,5481,2,10,suara asli - Sassss,🚯,True,2025-10-01T08:00:40.000Z,https://www.tiktok.com/@eilebhrave/video/7556160146364173580
https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/864e25ee2aa978390c0a41997d9c5b71~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=28371a90&x-expires=1759665600&x-signature=fnix6jNMbsLpmU4mgG1OYl94Cr8%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,indonesia_552,The real MBG in Chinna's School....no more drama 😂#Mbg#Chinna#SchoolLunch ,8289,2591,285200,1259,98,suara asli - Sara Diamond,Sara Diamond,True,2025-09-27T02:44:17.000Z,https://www.tiktok.com/@indonesia_552/video/7554594302345612551
https://p16-common-sign.tiktokcdn-us.com/tos-useast2a-avt-0068-giso/7228546627135504410~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=dd3cba0f&x-expires=1759665600&x-signature=ejYH6z%2FB%2BZTGaVJvv1DMQrau%2FCI%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,satriasiaga,"POV #day2 dapet MBG 🤣

#MBG #makanbergizigratis ",501,197,12200,15,33,suara asli - SMPN 1 YOGYAKARTA,SMPN 1 YOGYAKARTA,True,2025-09-30T11:55:41.000Z,https://www.tiktok.com/@satriasiaga/video/7555849639094750485
https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/e0f2499a9abb01e694a2c3072863c8ed~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=6f5cc64a&x-expires=1759665600&x-signature=3mUzZomHaJKaKXazs4tkUy0hA%2BE%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,alberteinsteinh2,😭😭⚠️⚠️#mbg#help#foryoupage#sekolah#xybca#smansa  ,117,11,13800,6,20,Jelly Fish Jam - Techno Mix,Da Fokin,False,2025-09-18T04:23:50.000Z,https://www.tiktok.com/@alberteinsteinh2/video/7551280154723601670
https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/69995fc38e07464393da4a7ebf0e6b37~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=35581162&x-expires=1759665600&x-signature=7ZDEDg%2F9TislIeCvQnpK94ReXTU%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,batara__07v2,day1 mbg😭#day1 #mbg #fyp ,698,317,21600,36,23,suara asli - *MX_BATARA*,*MX_BATARA*,True,2025-09-29T07:13:31.000Z,https://www.tiktok.com/@batara__07v2/video/7555405793500122384
https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/77b57dd11d3f00f26a8afb2f15cea056~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=f496780c&x-expires=1759665600&x-signature=YnDNxhStkb6z3alFf7FFChA2Wt8%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,riki.riyanto25,"realita MBG 
#mbg #videoviral #fyp ",32800,4566,1500000,4666,42,suara asli - Penikmat Waktu,Maaaasabiii,True,2025-09-25T01:19:13.000Z,https://www.tiktok.com/@riki.riyanto25/video/7553830180184247608
https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/707aa97222a6278911a3c59cc5a282ba~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=91dd8de9&x-expires=1759665600&x-signature=D9f3wvNjBRFIcne8nD51gApQkIM%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,xi6683,mantaps #mbg #makanbergizigratis ,162,31,7929,6,15,Jelly Fish Jam - Techno Mix,Da Fokin,False,2025-09-23T10:01:35.000Z,https://www.tiktok.com/@xi6683/video/7553222630506073360
https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/34ec0ec9b2a6c7013cbdf151524a0f0e~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=ed02dfc2&x-expires=1759665600&x-signature=uhaBagp7jptoLWWAPBtheDvjyyw%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,its_mbg,#mbg ,89500,5372,841500,870,15,Bam Bam,Chaka Demus & Pliers,False,2025-09-09T20:34:52.000Z,https://www.tiktok.com/@its_mbg/video/7548190270257433873
https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/4c9631289a9830570fe237b63c54bb16~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=9d6765e3&x-expires=1759665600&x-signature=MYHc48kv9ASTaRIFxU%2FfzfZNPdI%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,xiitkj2_smkpangsa,mbg dulu baru banting😙#mbg #sayang #fyp #trend #skapangsa ,292,162,13100,9,30,suara asli - smecom,smecom,True,2025-10-01T08:05:33.000Z,https://www.tiktok.com/@xiitkj2_smkpangsa/video/7556161415472516364
https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/286a507fbce150096520c6d678dc6eab~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=92f83f60&x-expires=1759665600&x-signature=v6SK4rCq4SSzxJMlurizbujLgCw%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,loisaramadhani_real,"SAYAANGGGG😝
#loisa #sayang #mbg #ommartin #nasidingin ",185300,10300,2300000,1411,13,suara asli - Loisa Ramadhani,Loisa Ramadhani,True,2025-10-02T07:48:33.000Z,https://www.tiktok.com/@loisaramadhani_real/video/7556528130391837960
https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/aae76da7a796fb44ed60ecf9ce0a55f6~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=032173ee&x-expires=1759665600&x-signature=HDzQIyNYDwTPKT9lBswt%2BrQ7Kys%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,soc7al5,sosok asli mbg toretto #mbg #fyp ,63200,1804,961200,311,19,original sound - Soc7al 🧟🧟🧟,vensociense☆,True,2025-09-01T08:08:14.000Z,https://www.tiktok.com/@soc7al5/video/7545029542688197944
https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/062b519f005dea82d53ebcc647b4cdd8~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=0b613aa2&x-expires=1759665600&x-signature=I038fq7huM6%2FeEAB8XqLN9Ri54s%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,eightspired,"jaman semono pas pak buk mu mangan mbg nok, le 🤭🤭 @gerindra 
@POLDA METRO JAYA 
#mbg #mbglovers❤️ #nostalgiacore #sma #fyp",206400,29100,1600000,6269,18,Nostalgia Di SMA,Paramitha Rusady,False,2025-09-19T05:43:48.000Z,https://www.tiktok.com/@eightspired/video/7551671874564934930
https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/ad53c8d2abc6025debe0bd0278872dba~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=f1182e0e&x-expires=1759665600&x-signature=xb0iRpQFxuQ6tLUzv2jf%2BdXEHUg%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,sppgbagikpapan2,"Gimana menu mbg hari ini?🤭
#mbg #makanbergizigratis #badangizinasional @badangizinasional.ri ",326400,14800,6900000,8849,31,suara asli - Sabun Mandi,RM💫,True,2025-09-29T03:52:12.000Z,https://www.tiktok.com/@sppgbagikpapan2/video/7555353924631334200
https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/73ba479266dbf036bbd03bd2a15f2b7b~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=fee64da5&x-expires=1759665600&x-signature=NTDwUYLv2SSRGvzPllfV9yAyZR4%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,sixshakshok,"terima kasih pak prabowo 

#mbg #fyp",293800,28500,6500000,3860,28,QKThr,Aphex Twin,False,2025-09-11T05:47:46.000Z,https://www.tiktok.com/@sixshakshok/video/7548704171223043334
https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/dbc6e02a8618a2ac6bc103ff5450acb3~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=8ccc389c&x-expires=1759665600&x-signature=Xo3HEfo%2BR4UArOUUym9RIXDUOrI%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,deuceeleven,"THANKS FOR THE MBG SIR @Prabowo AND @Gibran Rakabuming THATS MAKE ME FULL
#makanbergizigratis #mbg #tablemanner  #fyp #kingdomq",49800,10200,517400,1111,33,Gatsby young and beautiful,kultrav,True,2025-09-26T04:51:48.000Z,https://www.tiktok.com/@deuceeleven/video/7554256064565284152
https://p16-common-sign.tiktokcdn-us.com/tos-useast2a-avt-0068-giso/0f58bcd3efed5a9b781c339de6f911d8~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=36b0a0df&x-expires=1759665600&x-signature=sLbdZKJGVnTVtJik3HR0Zbsn53Y%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,gmngemini,another news about mbg🤡 kereeennn🤡🤡🤡 #mbg #WNI ,194300,33000,1200000,2301,177,original sound - adeenshitpost,adeenshitpost,True,2025-08-28T01:20:49.000Z,https://www.tiktok.com/@gmngemini/video/7543440217307401477
https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/eb9742f79bb4a3d3b90c0fd1c04043b0~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=560292e4&x-expires=1759665600&x-signature=GaiO1jyJaR61nkH2WqZVAa2rpUc%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,rezarafayf1,aseekkkkkk mbg ompreng preng #mbg #makanbergizigratis #viral ,652600,71000,13800000,9230,19,suara asli - rezarafayf1,rezarafayf1,True,2025-09-19T03:39:08.000Z,https://www.tiktok.com/@rezarafayf1/video/7551639728232090892
https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/254cd29eb1eaa65c3e67ee1e84f7dd51~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=b0cff75b&x-expires=1759665600&x-signature=Y8ErDZE6Ewj0HksXbYcdbE4gsz4%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,sapujagatt30,masih menunggu mbg guys #fyppppppppppppppppppppppp #mbg ,8602,2527,132500,562,17,suara asli - sapu jagat,sapu jagat,True,2025-09-30T05:59:32.000Z,https://www.tiktok.com/@sapujagatt30/video/7555757863809928466
https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/d73073e463e6071408f7e80ee4a9bb25~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=e09e6888&x-expires=1759665600&x-signature=aX8guDtjo160w7njVlz1bvh6fTE%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,muhabibwiraa12,mbg enak poll#fyppppppppppppppppppppppp #masukberandafyp #trending #mbg #martin ,6700,758,617700,92,36,suara asli - palay,palay,True,2025-10-02T05:07:13.000Z,https://www.tiktok.com/@muhabibwiraa12/video/7556486526364847372
https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/34ec0ec9b2a6c7013cbdf151524a0f0e~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=ed02dfc2&x-expires=1759665600&x-signature=uhaBagp7jptoLWWAPBtheDvjyyw%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,its_mbg,#mbg #nigeria ,59100,2622,482200,487,10,original sound,Yosi🥀,True,2025-09-09T20:31:30.000Z,https://www.tiktok.com/@its_mbg/video/7548189572274883856
https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/c6763d58882126a589de37cea949b78d~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=5d9a9baf&x-expires=1759665600&x-signature=hi4gYmWqQhxWB9VPTF7yYHjUfbI%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,sppg_anaiwoi.mbg,Day three mbg 🤤 #mbg #daythree #fyppppppppppppppppppppppp ,5417,513,272400,516,38,suara asli - SPPG_anaiwoi.MBG,SPPG_anaiwoi kendari,True,2025-09-17T05:29:13.000Z,https://www.tiktok.com/@sppg_anaiwoi.mbg/video/7550925937936715025
